list_name,official_id,gender,additional_info,extra
EU,EU.9444.80,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""jong hun kil""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1972-02-20"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""},{""date"":""1965-08-07"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.9445.79,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""kwang chol pyon""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1964-09-16"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.9446.78,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""yong ho o""}],""citizenships"":[{""place"":"""",""country_code"":""KP""}],""birth_datas"":[{""date"":""1961-12-25"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.9472.86,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""هزاوه حمید سید سجادی""},{""full_name"":""seyed hamid hazaveh sajjadi""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""date"":""1969-03-21"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Iran"",""city"":"""",""country_code"":""IR""}]}"
EU,EU.9473.85,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""گلپایگانی سید محمد صالح هاشمی""},{""full_name"":""seyyed mohammed saleh hashemi golpayegani""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""year"":1967,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Iran"",""city"":"""",""country_code"":""IR""}]}"
EU,EU.9474.84,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""حسن‬ عسکری""},{""full_name"":""hassan askari""},{""full_name"":""حسن عسگری""},{""full_name"":""hassan asgari""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Bijar"",""country_code"":""IR""}]}"
EU,EU.9475.83,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""hossein modarres khiabani""},{""full_name"":""مدرس حسین خیابانی""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""year"":1968,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Tehran"",""city"":""Tehran"",""country_code"":""IR""},{""year"":1969,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Tehran"",""country_code"":""IR""}]}"
EU,EU.9476.82,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""ismail kosha""},{""full_name"":""کشا یسمیل""},{""full_name"":""کوشا اسماعیل زارعی""},{""full_name"":""esmaeil zarei kousha""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""year"":1978,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.9477.81,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""اسماعیل محمد کوثری""},{""full_name"":""mohammad esmail kowsari""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""date"":""1955-05-03"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Tehran"",""country_code"":""IR""}]}"
EU,EU.9478.80,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""sayyid mostafa agha mirsalim""},{""full_name"":""میرسلیم سید مستفا آقا""},{""full_name"":""میر-سالم مستفا""},{""full_name"":""mostafa mir-salim""},{""full_name"":""میرسلیم مستفا""},{""full_name"":""mostafa mirsalim""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""date"":""1947-06-09"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Tehran"",""country_code"":""IR""}]}"
EU,EU.9479.79,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""تقی محمد نقدعلی""},{""full_name"":""mohammad taghi naghdali""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""date"":""1972-06-06"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Khomeinishahr- Isfahan"",""country_code"":""IR""}]}"
EU,EU.9480.57,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""موسا غضنفرآبادی""},{""full_name"":""mousa ghazanfarabadi""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""year"":1966,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""IR""}]}"
EU,EU.9481.56,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""ahmad nawrouzi""},{""full_name"":""ahmad noroozi""},{""full_name"":""نوروزی احمد""},{""full_name"":""ahmad norouzi""},{""full_name"":""ahmad newrouzi""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""year"":1988,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.9482.55,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""youssuf pouranvari""},{""full_name"":""youssef pouranvari""},{""full_name"":""یوسف پورانواری""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""date"":""1983-05-26"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Tehran"",""country_code"":""IR""}]}"
EU,EU.9483.54,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""کادم احمد""},{""full_name"":""ahmad kadem""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[]}"
EU,EU.9484.53,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""نظر محمد عظیمی""},{""full_name"":""mohammad nazar azimi""},{""full_name"":""عظیمی موهاممادنازار""},{""full_name"":""mohammadnazar azimi""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[]}"
EU,EU.9485.52,M,"","{""addresses"":[{""city"":""Kermanshah"",""street"":""Part 7, Block 25, Ground Floor, 16th Street, Sarvestan Street, Chaghamirza Phase 2 Shahid Mehrabi"",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""IR""}],""name_aliases"":[{""full_name"":""مسلم معین""},{""full_name"":""moslem moein""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""date"":""1985-09-22"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Eslamabad"",""country_code"":""IR""}]}"
EU,EU.9486.51,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""mohammad karami""},{""full_name"":""محمد کرمی""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""date"":""1966-01-27"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""IR""}]}"
EU,EU.9487.50,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""جاویدان علی اکبر""},{""full_name"":""ali akbar javidan""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""date"":""1967-03-21"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""IR""}]}"
EU,EU.9488.49,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""آذرپندار عباس""},{""full_name"":""abbas azarpendar""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""IR""}]}"
EU,EU.9496.20,"",UNLI 16.01.2023,"{""addresses"":[{""city"":""Muridke"",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":""Punjab Province"",""place"":""Tayyiba Markaz"",""country_code"":""PK""}],""name_aliases"":[{""full_name"":""abdur rahman makki""},{""full_name"":""abdul rehman makki""},{""full_name"":""hafiz abdul rehman""},{""full_name"":""hafiz abdul rehman makki""},{""full_name"":""hafiz abdul rahman makki""},{""full_name"":""abdul rahman makki""},{""full_name"":""abdur rehman makki""}],""citizenships"":[{""place"":"""",""country_code"":""PK""}],""birth_datas"":[{""date"":""1954-12-10"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Bahawalpur"",""city"":"""",""country_code"":""PK""}]}"
EU,EU.9512.87,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""иван иванович головатый""},{""full_name"":""іван іванавіч галаваты""},{""full_name"":""ivan ivanavitj halavaty""},{""full_name"":""ivan galavatij""},{""full_name"":""ivan ivanovich golovaty""},{""full_name"":""ivan ivanavich galavatyi""},{""full_name"":""ivan ivanovitj golovatyj""}],""citizenships"":[{""place"":"""",""country_code"":""BY""}],""birth_datas"":[{""date"":""1976-06-15"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Pogost Settlement"",""city"":""Pogost Settlement"",""country_code"":""BY""}]}"
EU,EU.9544.89,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""نیلفروشان عباس مرتاضا""},{""full_name"":""abbas mortaza nilfrushan""},{""full_name"":""نیلفروشان دردشتی عباس""},{""full_name"":""abbas mortaza nilfrushan dardashti""},{""full_name"":""abbas nilforoushan dardashti""},{""full_name"":""abbas nilforoushan""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""date"":""1966-08-23"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Isfahan"",""country_code"":""IR""}]}"
EU,EU.9592.33,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""aung hlaing oo""}],""citizenships"":[{""place"":"""",""country_code"":""MM""}],""birth_datas"":[{""date"":""1977-06-11"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""MM""}]}"
EU,EU.9593.32,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""sit taing aung""},{""full_name"":""sitt taing aung""}],""citizenships"":[{""place"":"""",""country_code"":""MM""}],""birth_datas"":[{""date"":""1971-11-13"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""MM""}]}"
EU,EU.9595.30,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""kyaw min oo""}],""citizenships"":[{""place"":"""",""country_code"":""MM""}],""birth_datas"":[{""date"":""1982-01-18"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.9596.29,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""moe aung""}],""citizenships"":[{""place"":"""",""country_code"":""MM""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""MM""}]}"
EU,EU.9597.28,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""maung maung aye""}],""citizenships"":[{""place"":"""",""country_code"":""MM""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""MM""}]}"
EU,EU.9598.27,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""myo myint aung""}],""citizenships"":[{""place"":"""",""country_code"":""MM""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""MM""}]}"
EU,EU.9599.26,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""zin min htet""}],""citizenships"":[{""place"":"""",""country_code"":""MM""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""MM""}]}"
EU,EU.9600.32,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""ko ko maung""}],""citizenships"":[{""place"":"""",""country_code"":""MM""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""MM""}]}"
EU,EU.9601.31,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""myo myint oo""}],""citizenships"":[{""place"":"""",""country_code"":""MM""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""MM""}]}"
EU,EU.9614.94,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""farzin karimi mazlghanchay""},{""full_name"":""farzin karimi""},{""full_name"":""فرزین کریمی مزلقان چای""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""date"":""1992-12-07"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""IR""}]}"
EU,EU.9615.93,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""mojtaba mortazavi""},{""full_name"":""سید مجتبی مصطفوی""},{""full_name"":""mojtaba mostaf""},{""full_name"":""seyed mojtaba mostafavi""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""date"":""1987-04-02"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Tehran"",""country_code"":""IR""}]}"
EU,EU.9616.92,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""vali esmaeli""},{""full_name"":""ولی اسماعیلی""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[]}"
EU,EU.9617.91,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""ahmad naderi""},{""full_name"":""احمد نادری""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[]}"
EU,EU.9619.89,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""ahmad amirabadi farahani""},{""full_name"":""احمد امیرآبادی فراهانی""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[]}"
EU,EU.9620.67,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""سید کاظم دلخوش اباتری""},{""full_name"":""seyyed kazem delkhosh-abatari""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Someh"",""country_code"":""IR""}]}"
EU,EU.9621.66,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""حسین جلالی""},{""full_name"":""hossein jalali""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[]}"
EU,EU.9622.65,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""nezam mousavi""},{""full_name"":""سید نظام الدین موسوی""},{""full_name"":""seyyed nezamoldin mousavi""}],""citizenships"":[],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Khorramabad"",""country_code"":""IR""}]}"
EU,EU.9623.64,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""حبیب الله جان نثاری""},{""full_name"":""habibollah jan nesari""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""IR""}]}"
EU,EU.9624.63,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""hassan babaei""},{""full_name"":""حسن بابایی""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[]}"
EU,EU.9625.62,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""qazi ghannad""},{""full_name"":""قاض قناد""},{""full_name"":""qazi qanad""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[]}"
EU,EU.9626.61,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""منصوری هادی سید""},{""full_name"":""seyed hadi mansouri""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Mashhad"",""country_code"":""IR""}]}"
EU,EU.9627.60,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""hojjat al-eslam hossein hosseini""},{""full_name"":""سینی الاسلام حسین حجت""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[]}"
EU,EU.9628.59,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""mohammad jabari""},{""full_name"":""محمد جباری""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[]}"
EU,EU.9629.58,M,"","{""addresses"":[{""city"":""Zahedan"",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""IR""}],""name_aliases"":[{""full_name"":""hojjatoleslam ali mostafavi""},{""full_name"":""ali mostafavi""},{""full_name"":""نیا مصطفوی علی الاسلام هجت""},{""full_name"":""hojjat al-eslam ali mostafavinia""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""IR""}]}"
EU,EU.9630.36,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""آباد شمس مهدی""},{""full_name"":""mahdi shamsabad""},{""full_name"":""mehdi shamsabad""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""IR""}]}"
EU,EU.9631.35,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""hossein fazeli harikandi""},{""full_name"":""هریکندی فاضلی حسین""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Babol"",""country_code"":""IR""}]}"
EU,EU.9632.34,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""hassan madadi""},{""full_name"":""حسن مددی""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[]}"
EU,EU.9633.33,F,"","{""addresses"":[{""city"":""Varamin"",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":""Tehran"",""place"":"""",""country_code"":""IR""}],""name_aliases"":[{""full_name"":""صغری خدادادی""},{""full_name"":""soghra khodadadi taghanaki""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""date"":""1971-03-27"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.9634.32,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""حیدر پسندیده""},{""full_name"":""heidar pasandideh""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""IR""}]}"
EU,EU.9636.30,M,"","{""addresses"":[{""city"":""Zahedan"",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""IR""}],""name_aliases"":[{""full_name"":""مرتضی پیری""},{""full_name"":""morteza piri""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""date"":""1977-07-05"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Zabol"",""country_code"":""IR""}]}"
EU,EU.9637.29,M,"","{""addresses"":[{""city"":""Karaj City"",""street"":""Moazzen Blvd, Gohardasht, Karaj City, Alborz Province"",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""IR""}],""name_aliases"":[{""full_name"":""allah-karam azizi""},{""full_name"":""اللهکرم عزیزی""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[]}"
EU,EU.9638.28,M,"","{""addresses"":[{""city"":"""",""street"":"""",""po_box"":"""",""zip_code"":"""",""region"":""Sistan and Baluchestan Province"",""place"":"""",""country_code"":""IR""}],""name_aliases"":[{""full_name"":""mohammad hossein khosravi""},{""full_name"":""محمد حسین خسروی""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""date"":""1974-09-23"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Birjand"",""country_code"":""IR""}]}"
EU,EU.9639.27,M,"","{""addresses"":[{""city"":""Karaj, Mehravila"",""street"":""Alvand Building, Below Mader Square"",""po_box"":"""",""zip_code"":"""",""region"":"""",""place"":"""",""country_code"":""IR""}],""name_aliases"":[{""full_name"":""علی چهارمحالی""},{""full_name"":""ali cheharmahali""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[]}"
EU,EU.9640.5,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""علی فدوی""},{""full_name"":""ali fadavi""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""year"":1961,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""IR""}]}"
EU,EU.9641.4,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""ramezan sharif""},{""full_name"":""شریف رمظان""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""IR""}]}"
EU,EU.9642.3,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""fathollah jomeiri""},{""full_name"":""فتح الله جمیری""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[{""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""IR""}]}"
EU,EU.9643.2,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""behdad kaamfar""},{""full_name"":""کامفر بهداد""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[]}"
EU,EU.9644.1,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""murad fathi""},{""full_name"":""مراد فتحی""}],""citizenships"":[{""place"":"""",""country_code"":""IR""}],""birth_datas"":[]}"
EU,EU.9647.95,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""ольга евгеньевна бас""},{""full_name"":""olga yevgenyevna bas""},{""full_name"":""olga jevgenjevna bas""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1964-02-27"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Noginsk"",""country_code"":""RU""}]}"
EU,EU.9648.94,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""константин владимирович басюк""},{""full_name"":""konstantin vladimirovich basyuk""},{""full_name"":""konstantin vladimirovitj basiuk""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1966-05-29"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Taldy-Kurgan"",""country_code"":""KZ""}]}"
EU,EU.9649.93,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""дмитро миколайович ворона""},{""full_name"":""дмитрий николаевич ворона""},{""full_name"":""dmytro mykolayovich vorona""},{""full_name"":""dmitry nikolayevich vorona""},{""full_name"":""dmytro mykolajovytj vorona""},{""full_name"":""dmitrij nikolajevitj vorona""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1980-07-24"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Donetsk"",""country_code"":""UA""}]}"
EU,EU.9652.69,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""darja sergejevna lantratova""},{""full_name"":""dariya sergeevna lantratova""},{""full_name"":""дарья сергеевна лантратова""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1984-05-20"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Moscow"",""country_code"":""RU""}]}"
EU,EU.9653.68,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""gleb leonidovitj michajlov""},{""full_name"":""глеб леонидович михайлов""},{""full_name"":""gleb leonidovich mikhailov""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[]}"
EU,EU.9654.67,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""кирилл николаевич осипчук""},{""full_name"":""kirill nikolaevich osipchuk""},{""full_name"":""kirill nikolajevitj osiptjuk""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""year"":1974,""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Khabarovsk"",""country_code"":""RU""}]}"
EU,EU.9655.66,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""андрей юрьевич петров""},{""full_name"":""andrej jurjevitj petrov""},{""full_name"":""andrey yuryevich petrov""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1974-03-16"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Shakhty"",""country_code"":""RU""}]}"
EU,EU.9656.65,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""andrey alexandrovich spivak""},{""full_name"":""андрей александрович спивак""},{""full_name"":""andrej aleksandrovitj spivak""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1977-12-14"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Dnepropetrovsk"",""country_code"":""UA""}]}"
EU,EU.9657.64,F,"","{""addresses"":[],""name_aliases"":[{""full_name"":""татьяна петровна ларионова""},{""full_name"":""tatiana petrovna larionova""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1955-07-02"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Kazan"",""country_code"":""RU""}]}"
EU,EU.9658.63,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""олег алексеевич михайлов""},{""full_name"":""oleg aleksejevitj michajlov""},{""full_name"":""oleg alexeyevich mikhailov""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1987-01-06"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Pechora"",""country_code"":""RU""}]}"
EU,EU.9659.62,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""zelimchan alikojevitj mutsojev""},{""full_name"":""zelimkhan alikoevich mutsoev""},{""full_name"":""зелимхан аликоевич муцоев""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1959-10-13"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":"""",""country_code"":""""}]}"
EU,EU.9660.40,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""vladimir viktorovich pavlov""},{""full_name"":""vladimir viktorovitj pavlov""},{""full_name"":""владимир викторович павлов""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1976-06-01"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":"""",""city"":""Chelyabinsk"",""country_code"":""RU""}]}"
EU,EU.9661.39,M,"","{""addresses"":[],""name_aliases"":[{""full_name"":""владимир иванович булавин""},{""full_name"":""vladimir ivanovich bulavin""},{""full_name"":""vladimir ivanovitj bulavin""}],""citizenships"":[{""place"":"""",""country_code"":""RU""}],""birth_datas"":[{""date"":""1953-02-11"",""calendar_type"":""GREGORIAN"",""zip_code"":"""",""place"":""Ploskim"",""city"":"""",""country_code"":""RU""}]}"
